"dependency_id","path","classification","required_for","source_or_evidence","compile_or_run_role","sha256","owning_step","owning_commit","status","note"
"TSDEP-173","tests/tick_shock/fixtures/TS-SAMEMSC-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","6898FD38D4528DBE5F05F40BD8D908C7451652874AB46822444207982B0B2401","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-174","tests/tick_shock/fixtures/TS-SAMEMSC-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","5B29083EE2F6F367B2C135B85CC9618BCCB39D6DE58C06603657FFFFBB864243","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-175","tests/tick_shock/fixtures/TS-SERVER-SL-LONG-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","8C118DA3AC564778D2A8ED1685D5D04CA52BA0F982BBADE1BE1F49A606F1DADA","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-176","tests/tick_shock/fixtures/TS-SERVER-SL-LONG-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","53950785B1E77A75F09363A08B5E6FADD4634C03E2DB99F497D9AB38C915B5C7","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-177","tests/tick_shock/fixtures/TS-SERVER-SL-SHORT-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","DA1AEC93DC28553BD71D6296EE1568FA136E6B7CEFBD926B244F9086D793CEC5","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-178","tests/tick_shock/fixtures/TS-SERVER-SL-SHORT-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","84153B9D0C5EEBC06A9D7044B3A4F9F79CAFA01BE7EC45A2A8872D4C35C2BA4C","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-179","tests/tick_shock/fixtures/TS-SERVER-TP-LONG-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","F93177783498FEC3813E17657B0C645F113CD5DA6820A7DC051E2A59D3D5AF7A","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-180","tests/tick_shock/fixtures/TS-SERVER-TP-LONG-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","E44DC8154D12A6AD5016A6327F03BAE5AAC171CB4FFB5EAB91AE071CDD454BE2","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-181","tests/tick_shock/fixtures/TS-SERVER-TP-SHORT-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","E233A518B1803C12DAB709F74F8158ED87BB73A5638CAD48074070F968F60D26","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-182","tests/tick_shock/fixtures/TS-SERVER-TP-SHORT-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","C5E9F41F1CCF626B85BB5E095D6B08F666805217574D33ABC11C30A96B034575","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-183","tests/tick_shock/fixtures/TS-SL-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","9C6411380FAECDA72BE3AB182E4F9ED52CF5F2635F90758BCDEFC3BCF46A03C6","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-184","tests/tick_shock/fixtures/TS-SL-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","E9D3A08144AC548C37DD80E71411F577D77552461BF09CE91BB09E076FEDA19A","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-185","tests/tick_shock/fixtures/TS-SL-002_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","D5B9B69F3DC95660CBBD535B024DB365F8376E74373B8C73B1562BC8AE693A18","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-186","tests/tick_shock/fixtures/TS-SL-002_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","D37A053695B0B99D7EA8039E63BB3712C258F17012F026ADAEA36B035469D29E","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-187","tests/tick_shock/fixtures/TS-SPREAD-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","CA64DC7C6750878C10A11563297A593FDC455F0901EB1A55FA24E98EFA38B497","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-188","tests/tick_shock/fixtures/TS-SPREAD-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","EA0C10B1E6C4496B2969121E4D4393460854018A1DDAC43C2DC3D8A8AD540138","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-189","tests/tick_shock/fixtures/TS-STATE-LONG-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","CDE6176040ECDC6CF6D60FEE4371F56ECB6E6EFA9C50CA2EFCF4E72A3075376D","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-190","tests/tick_shock/fixtures/TS-STATE-LONG-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","F0D742888B269FDB92156B4A83419BF53898A1DB2B75C2263C4315AF63301495","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-191","tests/tick_shock/fixtures/TS-STATE-SHORT-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","6E5303935D6943E5F99BDC2B3F6B2FA47CD46FBD039A105B688C26FC94D51F14","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-192","tests/tick_shock/fixtures/TS-STATE-SHORT-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","506A32FD7C9BC340841894E8439662BA887A9B97552C8E0147B16F99009F4337","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-193","tests/tick_shock/fixtures/TS-TIME-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","E2C034F990A4F202E437D6763FE52E765F9EC63ED0EA054DA9AA9CA648D7C2AF","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-194","tests/tick_shock/fixtures/TS-TIME-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","B1CF315F8D3CBD41692615BC423C6F4B9EADE5AACB108378507F5B0F446AF246","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-195","tests/tick_shock/fixtures/TS-TIME-002_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","981254DB7CCAFF0645AD4C47FB18E78F16EBDF4FA83880FF4AB6E0E81D1BD0C5","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-196","tests/tick_shock/fixtures/TS-TIME-002_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","9C7601B649C254312CC13D739F02FBCD06C2A4778DAA9A1D9D459572AD7E51E6","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-197","tests/tick_shock/fixtures/TS-TIME-003_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","0AE135A9A26111119BF3DCE9570C92144363A40E079633CFD4A70DEC66003C30","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-198","tests/tick_shock/fixtures/TS-TIME-003_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","C6B4666A8EFAEBCFC1CF7214780254CC88653B2E26AA8457C557D508D39DD7AD","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-199","tests/tick_shock/fixtures/TS-TIME-004_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","47CC0B0F284C3D20948003A980761061DE6391027665E1A947272EBB180FBB61","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-200","tests/tick_shock/fixtures/TS-TIME-004_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","8CC55D3B9D590DCCDEF9FB7C554BCB87BA2CDC70F02BDD9C3051DF10DC8E8301","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-201","tests/tick_shock/fixtures/TS-TIME-005_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","EFCB9242EA119093EFC49F405062AA24FA806486312C53E7E8971A2506A09594","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-202","tests/tick_shock/fixtures/TS-TIME-005_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","D8A6A0170F63E4AF063D5F09F5EFCF9864FC901C8129DB1B46ECC8F4C80BBC1F","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-203","tests/tick_shock/fixtures/TS-TIME-006_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","FF91CE0BE230B517F6E46B9E09F6ECA3739EF4C30C4571AE8414F08FF2C3B548","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-204","tests/tick_shock/fixtures/TS-TIME-006_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","CDC2018B4E9CADC2F5A3BA1941AC3850F3A123BDABD6E29FE0F063D29DDC1EE0","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-205","tests/tick_shock/fixtures/TS-TIME-CLOSE-LONG-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","31E2CC1E4F3D8A0F542CF11FDAD2C53E5879BF1EDCA3FC68F93FBB1109C0FA3C","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-206","tests/tick_shock/fixtures/TS-TIME-CLOSE-LONG-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","4DA47457DDE1867FF65004FDF6E3B6A27D1DF27BD36B4169C3BF634350D35A58","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-207","tests/tick_shock/fixtures/TS-TIME-CLOSE-SHORT-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","31E2CC1E4F3D8A0F542CF11FDAD2C53E5879BF1EDCA3FC68F93FBB1109C0FA3C","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-208","tests/tick_shock/fixtures/TS-TIME-CLOSE-SHORT-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","5CA4585FAE49A78E80673A344384D29CF1A025F549F5ED05C2C00A3D1AFC2068","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-209","tests/tick_shock/fixtures/TS-TIMEEXIT-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","6DFCE05C667FF2F70C8DCA2CDFDAE8DCCEA78F53C11ED1DE32B24ABB480C8687","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-210","tests/tick_shock/fixtures/TS-TIMEEXIT-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","8FB7E80BEBFA7C2147CD8A687A0EAFA89579CA5BD99DD1308600C0AEA080F5F5","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-211","tests/tick_shock/fixtures/TS-TIMEOUT-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","26B915AA2F8A8140F5EE5B52F61E7967E45EA8774666C03D34201F2A709313C2","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-212","tests/tick_shock/fixtures/TS-TIMEOUT-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","28D04BBA34E2EFB2800DB85F33599E6D1FB458CE255DF5E48D4D031FE96DB44F","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-213","tests/tick_shock/fixtures/TS-TP-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","2CD8F3B2255393A602A8A18F33263A061B30E98955609A99B610ED7A520D6D01","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-214","tests/tick_shock/fixtures/TS-TP-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","DE2DD7C3BCDCAFF2146EE79F179B0FEA78DBB54730973B843A1123DEE36FD633","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-215","tests/tick_shock/fixtures/TS-Z-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","276804650A9572FC5C25E770F3FF650737608F0639D6A65056D4906A20E3B196","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-216","tests/tick_shock/fixtures/TS-Z-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","EA0C10B1E6C4496B2969121E4D4393460854018A1DDAC43C2DC3D8A8AD540138","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-217","tests/tick_shock/fixtures/TS-Z-002_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","C91C839E28DD17FF6CA78D978AB6057F1229B79EB074F944752BDAE26CF5605B","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-218","tests/tick_shock/fixtures/TS-Z-002_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","EA0C10B1E6C4496B2969121E4D4393460854018A1DDAC43C2DC3D8A8AD540138","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-219","tests/tick_shock/spec/test_cases.csv","test_registry","step05_step06_regression","source","Requirement/Test/fixture/expected registry","B02684395164386CD0E0AC953F92FFE353D8FBDAE4516A8CD43ACB166BA4D6F2","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative Step 3 source"
"TSDEP-220","reports/backtest/runs/20260821_tickshock_research_v4_final/ExpectedValue_MultiCurrency_TickShockResearch_stage2_3bd.set","tester_preset","historical_step01_step08_reproduction","source","MT5 input preset; preserve exact mode/parameters","67CA702BD19508864E992917D7C871306702A600F9EF23DB46AABF658EE82F90","pre-01","3ab098cf5d47ca00f0c0be39d7cdd946e0a57980","PRESENT_TRACKED","not interchangeable across IDEAL and REALIZABLE runs"
"TSDEP-221","reports/backtest/runs/20260821_tickshock_research_v4_final/ExpectedValue_MultiCurrency_TickShockResearch_stage3_1week.set","tester_preset","historical_step01_step08_reproduction","source","MT5 input preset; preserve exact mode/parameters","B305F48B534A0D3BA0DA12188B29E0282D25839DD574149B816546C7F4631804","pre-01","3ab098cf5d47ca00f0c0be39d7cdd946e0a57980","PRESENT_TRACKED","not interchangeable across IDEAL and REALIZABLE runs"
"TSDEP-222","reports/backtest/runs/20260821_tickshock_research_v4_final/ExpectedValue_MultiCurrency_TickShockResearch_stage4_202503.set","tester_preset","historical_step01_step08_reproduction","source","MT5 input preset; preserve exact mode/parameters","1F27AD95AF939AE41EA6A8071648143DE44186A3449D6DF9C04B23EC6EF5CABD","pre-01","3ab098cf5d47ca00f0c0be39d7cdd946e0a57980","PRESENT_TRACKED","not interchangeable across IDEAL and REALIZABLE runs"
"TSDEP-223","reports/backtest/runs/20260821_tickshock_research_v4_final/ExpectedValue_TickShock_OrderReachability_stage1.set","tester_preset","historical_step01_step08_reproduction","source","MT5 input preset; preserve exact mode/parameters","1F320311E86963DA7BED6D95997A65EB65EE5C0D4EE09BFA5DF2200F87695E6F","pre-01","3ab098cf5d47ca00f0c0be39d7cdd946e0a57980","PRESENT_TRACKED","not interchangeable across IDEAL and REALIZABLE runs"
"TSDEP-224","reports/backtest/runs/20260821_tickshock_research_v4_final/ExpectedValue_TickShock_ResearchReachability_stage1.set","tester_preset","historical_step01_step08_reproduction","source","MT5 input preset; preserve exact mode/parameters","2F0509AC2A2D4DA1ED291F43C77DFA03E98A7CC850304A1035BE3DED78B8EBCD","pre-01","3ab098cf5d47ca00f0c0be39d7cdd946e0a57980","PRESENT_TRACKED","not interchangeable across IDEAL and REALIZABLE runs"
"TSDEP-225","reports/backtest/runs/20260822_tickshock_causal_ideal_202503/ExpectedValue_MultiCurrency_TickShockResearch_step07_ideal_202503.set","tester_preset","formal_step07_mode_rerun","source","MT5 input preset; preserve exact mode/parameters","179FCD3AB644533B32A5762041E8F74AE9A02E7EB4894FF23BF553590A83702B","07","fdb091872650d861bed85649283e30fe956b381a","PRESENT_TRACKED","not interchangeable across IDEAL and REALIZABLE runs"
"TSDEP-226","reports/backtest/runs/20260822_tickshock_causal_realizable_202503/ExpectedValue_MultiCurrency_TickShockResearch_step07_realizable_202503.set","tester_preset","formal_step07_mode_rerun","source","MT5 input preset; preserve exact mode/parameters","CD7ED7CD67716206CD35CAD3829AB68D534C45FF63BB14824ED7EEDDA1968156","07","fdb091872650d861bed85649283e30fe956b381a","PRESENT_TRACKED","not interchangeable across IDEAL and REALIZABLE runs"
"TSDEP-227","reports/backtest/runs/20260822_tickshock_execution_revision/ExpectedValue_MultiCurrency_TickShockResearch_revision_202503.set","tester_preset","historical_step01_step08_reproduction","source","MT5 input preset; preserve exact mode/parameters","31D0DDFF3044F33F6C09384DCBBA0B8E1673B05FC21BCA149A40AC6B49C5775C","01","030f3b091ea549a03fd92ed599f66410066333cb","PRESENT_TRACKED","not interchangeable across IDEAL and REALIZABLE runs"
"TSDEP-228","reports/backtest/runs/20260822_tickshock_execution_revision/ExpectedValue_TickShock_OrderReachability_revision.set","tester_preset","historical_step01_step08_reproduction","source","MT5 input preset; preserve exact mode/parameters","29C892649812EC58877139D84DDFF56173ADCD4086CFCD5384EFEABB54B5D796","01","030f3b091ea549a03fd92ed599f66410066333cb","PRESENT_TRACKED","not interchangeable across IDEAL and REALIZABLE runs"
"TSDEP-229","reports/backtest/runs/20260822_tickshock_execution_revision/ExpectedValue_TickShock_ResearchReachability_revision.set","tester_preset","historical_step01_step08_reproduction","source","MT5 input preset; preserve exact mode/parameters","CF2095304F39546A7E9A07A265BACB06C419143DEF4B3EAA55E50A12028F676D","01","030f3b091ea549a03fd92ed599f66410066333cb","PRESENT_TRACKED","not interchangeable across IDEAL and REALIZABLE runs"
"TSDEP-230","reports/presets/ExpectedValue_MultiCurrency_TickShockResearch_realizable_202503.set","tester_preset","historical_step01_step08_reproduction","source","MT5 input preset; preserve exact mode/parameters","297018FA9BE5BD5DCED316BF9D0AB93B46A4D3BC5C73F2D7633B8393616505C6","01","c6c6fb638911682ea06fe00edf2846561f53b5cd","PRESENT_TRACKED","not interchangeable across IDEAL and REALIZABLE runs"
"TSDEP-231","reports/presets/ExpectedValue_MultiCurrency_TickShockResearch_revision_202503.set","tester_preset","historical_step01_step08_reproduction","source","MT5 input preset; preserve exact mode/parameters","C70C7453D121FB15F871D2D44BE6B3F48E754994219162F6CA1ED79473FF078A","01","c6c6fb638911682ea06fe00edf2846561f53b5cd","PRESENT_TRACKED","not interchangeable across IDEAL and REALIZABLE runs"
"TSDEP-232","reports/presets/ExpectedValue_MultiCurrency_TickShockResearch_stage2_3bd.set","tester_preset","historical_step01_step08_reproduction","source","MT5 input preset; preserve exact mode/parameters","67CA702BD19508864E992917D7C871306702A600F9EF23DB46AABF658EE82F90","01","c6c6fb638911682ea06fe00edf2846561f53b5cd","PRESENT_TRACKED","not interchangeable across IDEAL and REALIZABLE runs"
"TSDEP-233","reports/presets/ExpectedValue_MultiCurrency_TickShockResearch_stage3_1week.set","tester_preset","historical_step01_step08_reproduction","source","MT5 input preset; preserve exact mode/parameters","B305F48B534A0D3BA0DA12188B29E0282D25839DD574149B816546C7F4631804","01","c6c6fb638911682ea06fe00edf2846561f53b5cd","PRESENT_TRACKED","not interchangeable across IDEAL and REALIZABLE runs"
"TSDEP-234","reports/presets/ExpectedValue_MultiCurrency_TickShockResearch_stage4_202503.set","tester_preset","historical_step01_step08_reproduction","source","MT5 input preset; preserve exact mode/parameters","1F27AD95AF939AE41EA6A8071648143DE44186A3449D6DF9C04B23EC6EF5CABD","01","c6c6fb638911682ea06fe00edf2846561f53b5cd","PRESENT_TRACKED","not interchangeable across IDEAL and REALIZABLE runs"
"TSDEP-235","reports/presets/ExpectedValue_MultiCurrency_TickShockResearch_step04_refactor_202503.set","tester_preset","historical_step01_step08_reproduction","source","MT5 input preset; preserve exact mode/parameters","A354F4647F108978D2C18AD8567782B76F458873F0518C7AC2E9B54DA3958D3C","04","ba66f67aba53d447660aa157f4613c46dcf80742","PRESENT_TRACKED","not interchangeable across IDEAL and REALIZABLE runs"
"TSDEP-236","reports/presets/ExpectedValue_MultiCurrency_TickShockScalper_stage2_event.set","tester_preset","historical_step01_step08_reproduction","source","MT5 input preset; preserve exact mode/parameters","9D5DAA3EB31D80644875603E9A6FF8AE7A10088E8A25A56F5D87DE1722592201","01","c6c6fb638911682ea06fe00edf2846561f53b5cd","PRESENT_TRACKED","not interchangeable across IDEAL and REALIZABLE runs"
"TSDEP-237","reports/presets/ExpectedValue_MultiCurrency_TickShockScalper_stage2_trade.set","tester_preset","historical_step01_step08_reproduction","source","MT5 input preset; preserve exact mode/parameters","DC6D315186D96DED26D839FF9937AE43F65E91D03871B4655EF486B175FB722A","01","c6c6fb638911682ea06fe00edf2846561f53b5cd","PRESENT_TRACKED","not interchangeable across IDEAL and REALIZABLE runs"
"TSDEP-238","reports/presets/ExpectedValue_MultiCurrency_TickShockScalper_stage3_week_event.set","tester_preset","historical_step01_step08_reproduction","source","MT5 input preset; preserve exact mode/parameters","3857C592374DD25DBAEEA51ED1D8FCB4F2C2CBA241F1FCF9D4E78165678981CC","01","c6c6fb638911682ea06fe00edf2846561f53b5cd","PRESENT_TRACKED","not interchangeable across IDEAL and REALIZABLE runs"
"TSDEP-239","reports/presets/ExpectedValue_MultiCurrency_TickShockScalper_stage4_month_event.set","tester_preset","historical_step01_step08_reproduction","source","MT5 input preset; preserve exact mode/parameters","76BD35948F2B2EBC2FF0FE6F9375A596559968F27DF4489AC72C848C7E187F5B","01","c6c6fb638911682ea06fe00edf2846561f53b5cd","PRESENT_TRACKED","not interchangeable across IDEAL and REALIZABLE runs"
"TSDEP-240","reports/presets/ExpectedValue_TickShock_OrderReachability_observation_truth.set","tester_preset","historical_step01_step08_reproduction","source","MT5 input preset; preserve exact mode/parameters","740DEEECB7DC89899EAAA897A8009990216CB9C77DE36874E82F3C9F50F64E4C","01","c6c6fb638911682ea06fe00edf2846561f53b5cd","PRESENT_TRACKED","not interchangeable across IDEAL and REALIZABLE runs"
"TSDEP-241","reports/presets/ExpectedValue_TickShock_OrderReachability_revision.set","tester_preset","historical_step01_step08_reproduction","source","MT5 input preset; preserve exact mode/parameters","29C892649812EC58877139D84DDFF56173ADCD4086CFCD5384EFEABB54B5D796","01","c6c6fb638911682ea06fe00edf2846561f53b5cd","PRESENT_TRACKED","not interchangeable across IDEAL and REALIZABLE runs"
"TSDEP-242","reports/presets/ExpectedValue_TickShock_OrderReachability_stage1.set","tester_preset","historical_step01_step08_reproduction","source","MT5 input preset; preserve exact mode/parameters","1F320311E86963DA7BED6D95997A65EB65EE5C0D4EE09BFA5DF2200F87695E6F","01","c6c6fb638911682ea06fe00edf2846561f53b5cd","PRESENT_TRACKED","not interchangeable across IDEAL and REALIZABLE runs"
"TSDEP-243","reports/presets/ExpectedValue_TickShock_Reachability_stage1.set","tester_preset","historical_step01_step08_reproduction","source","MT5 input preset; preserve exact mode/parameters","8BA1AC9B58A188317ECE048ACBCFEE1BAD6A976B502B9EEF7592669D8295277E","01","c6c6fb638911682ea06fe00edf2846561f53b5cd","PRESENT_TRACKED","not interchangeable across IDEAL and REALIZABLE runs"
"TSDEP-244","reports/presets/ExpectedValue_TickShock_ResearchReachability_production_path.set","tester_preset","historical_step01_step08_reproduction","source","MT5 input preset; preserve exact mode/parameters","1E8F23CD4AD17007A0BE7E43F3DBE76097F02494CDB69F7E34CF3E567C2A6671","01","c6c6fb638911682ea06fe00edf2846561f53b5cd","PRESENT_TRACKED","not interchangeable across IDEAL and REALIZABLE runs"
"TSDEP-245","reports/presets/ExpectedValue_TickShock_ResearchReachability_revision.set","tester_preset","historical_step01_step08_reproduction","source","MT5 input preset; preserve exact mode/parameters","CF2095304F39546A7E9A07A265BACB06C419143DEF4B3EAA55E50A12028F676D","01","c6c6fb638911682ea06fe00edf2846561f53b5cd","PRESENT_TRACKED","not interchangeable across IDEAL and REALIZABLE runs"
"TSDEP-246","reports/presets/ExpectedValue_TickShock_ResearchReachability_stage1.set","tester_preset","historical_step01_step08_reproduction","source","MT5 input preset; preserve exact mode/parameters","2F0509AC2A2D4DA1ED291F43C77DFA03E98A7CC850304A1035BE3DED78B8EBCD","01","c6c6fb638911682ea06fe00edf2846561f53b5cd","PRESENT_TRACKED","not interchangeable across IDEAL and REALIZABLE runs"
"TSDEP-247","reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage2_3bd.ini","tester_config","tester_or_harness_reproduction","source","MT5 Strategy Tester configuration","01D18DBF987EDE5ED2AA02B479BC471D09CDAD4F59802B9BB49C3F67D360D3AF","01","3ab098cf5d47ca00f0c0be39d7cdd946e0a57980","PRESENT_TRACKED","machine paths may require environment adaptation; parameters must not change"
"TSDEP-248","reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage3_1week.ini","tester_config","tester_or_harness_reproduction","source","MT5 Strategy Tester configuration","CBA667316D62CCD90653018C0730370B291BA1105A3A61AAF327FFB28AD3B95D","01","3ab098cf5d47ca00f0c0be39d7cdd946e0a57980","PRESENT_TRACKED","machine paths may require environment adaptation; parameters must not change"
"TSDEP-249","reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_stage4_202503.ini","tester_config","tester_or_harness_reproduction","source","MT5 Strategy Tester configuration","46070D3BD252E14DCA6A55BD38D07EAE60822571F9C508A8C67E76D9615D9B42","01","3ab098cf5d47ca00f0c0be39d7cdd946e0a57980","PRESENT_TRACKED","machine paths may require environment adaptation; parameters must not change"
